epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
148,10392.3,0.29811,0.20667,0.78413,0.99052,0.96758,0.98539,0.93754,0.26241,0.18062,0.78215,0.00011357,0.00011357,0.00011357
149,10428.9,0.29661,0.20509,0.78487,0.98918,0.96707,0.98309,0.93633,0.26199,0.17925,0.78288,0.000111506,0.000111506,0.000111506
150,10465.2,0.2964,0.20628,0.7847,0.9898,0.96924,0.98531,0.93708,0.26342,0.18027,0.78344,0.000109442,0.000109442,0.000109442
151,10501.2,0.29586,0.20475,0.78391,0.97437,0.98096,0.9861,0.93842,0.2613,0.17862,0.78208,0.000107378,0.000107378,0.000107378
152,10537.6,0.29537,0.20588,0.78437,0.9691,0.98141,0.98539,0.93812,0.26195,0.17952,0.78391,0.000105313,0.000105313,0.000105313
153,10573.3,0.29601,0.20533,0.78528,0.98893,0.97,0.9873,0.93977,0.2612,0.17886,0.78402,0.000103249,0.000103249,0.000103249
154,10609.3,0.2924,0.20444,0.78413,0.97775,0.9814,0.98725,0.93973,0.26139,0.1784,0.78364,0.000101185,0.000101185,0.000101185
155,10645.1,0.29403,0.20501,0.78496,0.9894,0.9703,0.98736,0.94049,0.26196,0.17802,0.78424,9.91209e-05,9.91209e-05,9.91209e-05
156,10681.5,0.29726,0.2054,0.78508,0.99031,0.96967,0.9863,0.93878,0.26125,0.17886,0.78208,9.70567e-05,9.70567e-05,9.70567e-05
157,10717.8,0.29569,0.20407,0.78496,0.99053,0.97002,0.98693,0.93941,0.26132,0.17831,0.78215,9.49926e-05,9.49926e-05,9.49926e-05
158,10753.9,0.29263,0.20206,0.78352,0.98995,0.96997,0.98701,0.93919,0.26128,0.17786,0.7813,9.29284e-05,9.29284e-05,9.29284e-05
159,10790.2,0.29457,0.20306,0.78388,0.99006,0.96961,0.98587,0.938,0.26071,0.17741,0.78221,9.08643e-05,9.08643e-05,9.08643e-05
160,10826.5,0.29195,0.201,0.7848,0.98886,0.97077,0.98499,0.93754,0.26098,0.17666,0.78117,8.88001e-05,8.88001e-05,8.88001e-05
161,10862.1,0.29428,0.20325,0.78386,0.98923,0.97051,0.98486,0.93687,0.26185,0.17795,0.78133,8.6736e-05,8.6736e-05,8.6736e-05
162,10898.6,0.2908,0.19975,0.78332,0.98937,0.97052,0.98579,0.93848,0.26117,0.17684,0.78148,8.46718e-05,8.46718e-05,8.46718e-05
163,10934.5,0.29287,0.20143,0.78356,0.98904,0.97025,0.98557,0.93853,0.26067,0.17678,0.78354,8.26077e-05,8.26077e-05,8.26077e-05
164,10970.3,0.29121,0.20031,0.78447,0.99064,0.96985,0.9857,0.93773,0.26065,0.177,0.78325,8.05436e-05,8.05436e-05,8.05436e-05
165,11006.5,0.28937,0.19906,0.78425,0.98959,0.96779,0.98539,0.93784,0.26098,0.17712,0.78347,7.84794e-05,7.84794e-05,7.84794e-05
166,11042.6,0.29291,0.20065,0.78509,0.98984,0.97114,0.98567,0.93793,0.26147,0.17731,0.78287,7.64153e-05,7.64153e-05,7.64153e-05
167,11078.7,0.28991,0.19897,0.78428,0.98985,0.97081,0.98649,0.93936,0.2605,0.17623,0.78285,7.43511e-05,7.43511e-05,7.43511e-05
168,11114.6,0.29466,0.20141,0.78578,0.9889,0.97132,0.98545,0.93812,0.26024,0.17689,0.78293,7.2287e-05,7.2287e-05,7.2287e-05
169,11150.7,0.29113,0.19928,0.78455,0.98931,0.97058,0.98616,0.93849,0.26089,0.17694,0.78313,7.02228e-05,7.02228e-05,7.02228e-05
170,11186.5,0.29116,0.19949,0.78477,0.98958,0.97054,0.98606,0.93856,0.26085,0.17624,0.78164,6.81587e-05,6.81587e-05,6.81587e-05
171,11222.8,0.28981,0.19937,0.78455,0.98826,0.97152,0.98579,0.93813,0.26003,0.17623,0.78124,6.60945e-05,6.60945e-05,6.60945e-05
172,11259.2,0.29003,0.19776,0.7847,0.98968,0.97037,0.98614,0.93813,0.2602,0.17561,0.78127,6.40304e-05,6.40304e-05,6.40304e-05
173,11295.1,0.28868,0.19647,0.78317,0.99092,0.96917,0.98671,0.93925,0.26027,0.17556,0.78128,6.19662e-05,6.19662e-05,6.19662e-05
174,11331,0.2882,0.19799,0.78439,0.9886,0.97172,0.98647,0.93956,0.25943,0.17567,0.78123,5.99021e-05,5.99021e-05,5.99021e-05
